Source,Target,R,N,Weight
любити,бабусю,1,207,207.0
стара,бабуся,15,215,14.333333333333334
допомагати,бабуся,4,198,49.5
допомогти,бабуся,4,207,51.75
постаріти,бабуся,3,201,67.0
старість,бабуся,3,209,69.66666666666667
погостювати,бабуся,2,200,100.0
поміч,бабуся,2,209,104.5
помогти,бабуся,2,202,101.0
старіти,бабуся,2,212,106.0
господар,бабуся,1,200,200.0
господарка,бабуся,1,202,202.0
громада,бабуся,1,200,200.0
добрий,бабуся,1,201,201.0
добро,бабуся,1,200,200.0
домівка,бабуся,1,201,201.0
звичай,бабуся,1,203,203.0
молодіти,бабуся,1,211,211.0
по-доброму,бабуся,1,201,201.0
село,бабуся,1,210,210.0
старий,бабуся,1,210,210.0
турбота,бабуся,1,213,213.0
турботливий,бабуся,1,215,215.0
уважність,бабуся,1,203,203.0
допомогти,бабці,1,207,207.0
помогти,бабці,1,202,202.0
перелякати,бабцю,1,200,200.0
стара,бабця,7,215,30.714285714285715
гадка,бабця,1,201,201.0
господиня,бабця,1,211,211.0
помогти,бабця,1,202,202.0
посіріти,бабця,1,202,202.0
постаріти,бабця,1,201,201.0
радити,бабця,1,216,216.0
ранок,бабця,1,212,212.0
родина,бабця,1,211,211.0
сердечний,бабця,1,212,212.0
старість,бабця,1,209,209.0
гостювати,бавитись,1,201,201.0
дозволити,бавитись,1,202,202.0
звичайно,бавитись,1,205,205.0
глядіти,бавитися,1,203,203.0
господарювати,бавитися,1,200,200.0
робитися,бавитися,1,215,215.0
цікаво,бавитися,1,202,202.0
дитина,бавиться,1,202,202.0
взяти,багаж,1,202,202.0
збагатити,багаж,1,205,205.0
знання,багаж,1,217,217.0
уява,багата,10,212,21.2
країна,багата,3,203,67.66666666666667
держава,багата,1,214,214.0
думка,багата,1,209,209.0
оселя,багата,1,33310,33310.0
родина,багата,1,211,211.0
мріяти,багата уява,1,213,213.0
господарство,багате,1,214,214.0
місто,багате,1,219,219.0
слово,багате,1,209,209.0
бідний,багатий,8,210,26.25
владний,багатий,6,213,35.5
господар,багатий,3,200,66.66666666666667
збагатіти,багатий,2,203,101.5
багатіти,багатий,1,205,205.0
бідніти,багатий,1,202,202.0
бідно,багатий,1,204,204.0
вибір,багатий,1,203,203.0
вільний,багатий,1,200,200.0
гість,багатий,1,201,201.0
дім,багатий,1,201,201.0
думка,багатий,1,209,209.0
збагатити,багатий,1,205,205.0
майбутній,багатий,1,211,211.0
мовчазний,багатий,1,215,215.0
народ,багатий,1,217,217.0
незалежний,багатий,1,210,210.0
працюючий,багатий,1,211,211.0
розум,багатий,1,211,211.0
спроможний,багатий,1,204,204.0
таланити,багатий,1,213,213.0
зробитися,багатим,2,200,100.0
вважатися,багатим,1,212,212.0
ставатися,багатим,1,202,202.0
стати,багатим,1,202,202.0
враження,багаті,1,203,203.0
знання,багаті,1,217,217.0
багатий,багатій,1,213,213.0
свідомий,багатій,1,210,210.0
спроможний,багатій,1,204,204.0
бідніти,багатіти,10,202,20.2
бігти,багатіти,1,212,212.0
бувати,багатіти,1,202,202.0
хотітися,багатіти,1,211,211.0
важити,багато,27,213,7.888888888888889
бідно,багато,20,204,10.2
знати,багато,7,215,30.714285714285715
їсти,багато,7,213,30.428571428571427
гроші,багато,6,202,33.666666666666664
дозволяти,багато,6,201,33.5
заробляти,багато,6,218,36.333333333333336
говорити,багато,5,202,40.4
грішити,багато,5,200,40.0
могти,багато,5,213,42.6
хотіти,багато,5,215,43.0
взнати,багато,4,206,51.5
народ,багато,4,217,54.25
обіцяти,багато,4,212,53.0
пообіцяти,багато,4,201,50.25
вартувати,багато,3,214,71.33333333333333
дозволити,багато,3,202,67.33333333333333
можливість,багато,3,215,71.66666666666667
працюватися,багато,3,211,70.33333333333333
спільність,багато,3,209,69.66666666666667
бажано,багато,2,205,102.5
зауваження,багато,2,202,101.0
збагатіти,багато,2,203,101.5
згрішити,багато,2,204,102.0
з’їсти,багато,2,200,100.0
змогти,багато,2,202,101.0
зобов’язання,багато,2,203,101.5
зробити,багато,2,202,101.0
казати,багато,2,211,105.5
працювати,багато,2,214,107.0
спільнота,багато,2,199,99.5
треба,багато,2,201,100.5
ходити,багато,2,212,106.0
багатство,багато,1,203,203.0
бажання,багато,1,204,204.0
байдуже,багато,1,207,207.0
бачити,багато,1,203,203.0
вага,багато,1,203,203.0
весело,багато,1,203,203.0
веселощі,багато,1,204,204.0
взяти,багато,1,202,202.0
втрачати,багато,1,202,202.0
гніватися,багато,1,201,201.0
громада,багато,1,200,200.0
допомогти,багато,1,207,207.0
друг,багато,1,201,201.0
думати,багато,1,199,199.0
жаба,багато,1,203,203.0
захотіти,багато,1,204,204.0
збагатити,багато,1,205,205.0
здобути,багато,1,204,204.0
знання,багато,1,217,217.0
зорі,багато,1,223,223.0
їстися,багато,1,214,214.0
керівництво,багато,1,216,216.0
кров,багато,1,204,204.0
людяність,багато,1,217,217.0
мати1,багато,1,229,229.0
мати2,багато,1,216,216.0
минути,багато,1,201,201.0
мова,багато,1,221,221.0
молодь,багато,1,204,204.0
мріяти,багато,1,213,213.0
питання,багато,1,215,215.0
побачити,багато,1,199,199.0
подивитися,багато,1,199,199.0
подумати,багато,1,202,202.0
потреба,багато,1,206,206.0
працюючий,багато,1,211,211.0
прожити,багато,1,202,202.0
робітник,багато,1,209,209.0
розмовляти,багато,1,212,212.0
сільський,багато,1,213,213.0
терпець,багато,1,209,209.0
терпіти,багато,1,214,214.0
тополя,багато,1,212,212.0
тужити,багато,1,215,215.0
уявити,багато,1,202,202.0
уявляти,багато,1,213,213.0
цікавитися,багато,1,214,214.0
чорно,багато,1,202,202.0
враження,Багато!,1,203,203.0
їжа,Багато!,1,204,204.0
зеленіти,багато випити спиртного,1,215,215.0
говірка,багато говорить,2,211,105.5
заробити,багато грошей,1,202,202.0
збагатити,багато грошей,1,205,205.0
мрія,багато грошей,1,216,216.0
самостійність,багато грошей,1,204,204.0
уявляти,багато грошей,1,213,213.0
взяти,багато з досвіду інших,1,202,202.0
розумний,багато знає,2,211,105.5
бажано,багато знати,1,205,205.0
прожити,багато знати,1,202,202.0
гість,багато їжі,1,201,201.0
їсти,багато їжі,1,213,213.0
оселя,багато квітів,1,33310,33310.0
громада,багато людей,2,200,100.0
знаний,багато людей,1,212,212.0
народ,багато людей,1,217,217.0
незручність,багато людей,1,201,201.0
взнати,багато нового,1,206,206.0
синіти,багато пити,1,210,210.0
керівництво,багато підданих,1,216,216.0
згрішити,багато разів,1,204,204.0
рід,багато рідні,1,211,211.0
вчора,багато роботи,1,203,203.0
господарка,багато роботи,1,202,202.0
земля,багато роботи,1,206,206.0
багато,багато розваг,1,204,204.0
прожити,багато років,2,202,101.0
звично,багато років,1,203,203.0
захотіти,багато уколів,1,204,204.0
вимогливий,багато хоче,1,210,210.0
дармувати,багато хто любить,1,219,219.0
взнати,багато цікавого,1,206,206.0
взнати,багато чого,1,206,206.0
жалкувати,багато чого,1,217,217.0
захотіти,багато чого,1,204,204.0
вибрати,багато чогось,1,203,203.0
громада,багато чоловіків,1,200,200.0
