Source,Target,SourceWord,TargetWord,R,N,Weight,Label
210,881,диво,бажане,1,200,200.0,1 / 200
362,881,зрозуміти,бажане,1,201,201.0,1 / 201
411,881,майбутнє,бажане,1,221,221.0,1 / 221
447,881,наближати,бажане,1,211,211.0,1 / 211
488,881,обличчя,бажане,1,221,221.0,1 / 221
493,881,одруження,бажане,1,218,218.0,1 / 218
717,881,справдити,бажане,1,199,199.0,1 / 199
832,881,щастя,бажане,1,212,212.0,1 / 212
160,4,гість,бажаний,12,201,16.75,12 / 201
504,4,охочий,бажаний,6,212,35.333333333333336,6 / 212
434,4,можливий,бажаний,2,211,105.5,2 / 211
58,4,важливий,бажаний,1,203,203.0,1 / 203
287,4,заробіток,бажаний,1,203,203.0,1 / 203
395,4,ладен,бажаний,1,217,217.0,1 / 217
460,4,народний,бажаний,1,210,210.0,1 / 210
608,4,працівник,бажаний,1,213,213.0,1 / 213
295,5,захотіти,бажання,21,204,9.714285714285714,21 / 204
296,5,захотітися,бажання,20,202,10.1,20 / 202
804,5,хотіти,бажання,14,215,15.357142857142858,14 / 215
444,5,мрія,бажання,13,216,16.615384615384617,13 / 216
504,5,охочий,бажання,10,212,21.2,10 / 212
717,5,справдити,бажання,10,199,19.9,10 / 199
805,5,хотітися,бажання,10,211,21.1,10 / 211
531,5,побажати,бажання,6,198,33.0,6 / 198
435,5,можливість,бажання,5,215,43.0,5 / 215
593,5,потреба,бажання,5,206,41.2,5 / 206
564,5,поклик,бажання,4,198,49.5,4 / 198
7,5,бажати,бажання,3,208,69.33333333333333,3 / 208
716,5,справджувати,бажання,3,202,67.33333333333333,3 / 202
741,5,стримати,бажання,3,203,67.66666666666667,3 / 203
94,5,вимогливість,бажання,2,202,101.0,2 / 202
223,5,дозвіл,бажання,2,202,101.0,2 / 202
320,5,звільнити,бажання,2,203,101.5,2 / 203
414,5,мати2,бажання,2,216,108.0,2 / 216
445,5,мріяти,бажання,2,213,106.5,2 / 213
503,5,охоче,бажання,2,202,101.0,2 / 202
739,5,стриманість,бажання,2,207,103.5,2 / 207
742,5,стриматися,бажання,2,203,101.5,2 / 203
766,5,терпіння,бажання,2,201,100.5,2 / 201
4,5,бажаний,бажання,1,202,202.0,1 / 202
6,5,бажано,бажання,1,205,205.0,1 / 205
10,5,байдужість,бажання,1,202,202.0,1 / 202
34,5,близькість,бажання,1,203,203.0,1 / 203
91,5,вимагати,бажання,1,202,202.0,1 / 202
92,5,вимога,бажання,1,210,210.0,1 / 210
95,5,витриманий,бажання,1,202,202.0,1 / 202
105,5,відмовитися,бажання,1,200,200.0,1 / 200
107,5,відмовлятися,бажання,1,200,200.0,1 / 200
116,5,відчуття,бажання,1,209,209.0,1 / 209
136,5,воля,бажання,1,205,205.0,1 / 205
186,5,грішити,бажання,1,200,200.0,1 / 200
191,5,гроші,бажання,1,202,202.0,1 / 202
215,5,дівчина,бажання,1,201,201.0,1 / 201
245,5,жаль,бажання,1,202,202.0,1 / 202
297,5,зацікавити,бажання,1,203,203.0,1 / 203
327,5,згадувати,бажання,1,214,214.0,1 / 214
346,5,змогти,бажання,1,202,202.0,1 / 202
364,5,зручність,бажання,1,205,205.0,1 / 205
405,5,любов,бажання,1,206,206.0,1 / 206
446,5,мусити,бажання,1,213,213.0,1 / 213
451,5,назва,бажання,1,216,216.0,1 / 216
548,5,погляд,бажання,1,211,211.0,1 / 211
565,5,покликання,бажання,1,199,199.0,1 / 199
594,5,потребувати,бажання,1,216,216.0,1 / 216
641,5,робота,бажання,1,200,200.0,1 / 200
719,5,справжній,бажання,1,216,216.0,1 / 216
722,5,спроможний,бажання,1,204,204.0,1 / 204
753,5,схвилювати,бажання,1,202,202.0,1 / 202
779,5,турбота,бажання,1,213,213.0,1 / 213
789,5,усвідомити,бажання,1,200,200.0,1 / 200
793,5,уявляти,бажання,1,213,213.0,1 / 213
803,5,ходити,бажання,1,212,212.0,1 / 212
809,5,цікавість,бажання,1,209,209.0,1 / 209
831,5,щастити,бажання,1,211,211.0,1 / 211
804,7,хотіти,бажати,12,215,17.916666666666668,12 / 215
805,7,хотітися,бажати,7,211,30.142857142857142,7 / 211
445,7,мріяти,бажати,4,213,53.25,4 / 213
66,7,вважати,бажати,2,201,100.5,2 / 201
296,7,захотітися,бажати,2,202,101.0,2 / 202
504,7,охочий,бажати,2,212,106.0,2 / 212
835,7,щиро,бажати,2,204,102.0,2 / 204
4,7,бажаний,бажати,1,202,202.0,1 / 202
6,7,бажано,бажати,1,205,205.0,1 / 205
121,7,вірити,бажати,1,201,201.0,1 / 201
434,7,можливий,бажати,1,211,211.0,1 / 211
447,7,наближати,бажати,1,211,211.0,1 / 211
474,7,ненавидіти,бажати,1,215,215.0,1 / 215
531,7,побажати,бажати,1,198,198.0,1 / 198
594,7,потребувати,бажати,1,216,216.0,1 / 216
627,7,радити,бажати,1,216,216.0,1 / 216
629,7,радісно,бажати,1,198,198.0,1 / 198
740,7,стримано,бажати,1,203,203.0,1 / 203
35,882,близько,базар,1,203,203.0,1 / 203
53,882,вага,базар,1,203,203.0,1 / 203
55,882,важити,базар,1,213,213.0,1 / 213
85,882,вибір,базар,1,203,203.0,1 / 203
169,882,говорити,базар,1,202,202.0,1 / 202
249,882,жах,базар,1,204,204.0,1 / 204
272,882,завтра,базар,1,202,202.0,1 / 202
307,882,зважити,базар,1,202,202.0,1 / 202
352,882,зневірятися,базар,1,215,215.0,1 / 215
459,882,народ,базар,1,217,217.0,1 / 217
460,882,народний,базар,1,210,210.0,1 / 210
646,882,розмова,базар,1,211,211.0,1 / 211
766,882,терпіння,базар,1,201,201.0,1 / 201
805,882,хотітися,базар,1,211,211.0,1 / 211
201,883,дармувати,байдикувати,4,219,54.75,4 / 219
224,883,дозволити,байдикувати,1,202,202.0,1 / 202
276,883,заздрити,байдикувати,1,216,216.0,1 / 216
503,883,охоче,байдикувати,1,202,202.0,1 / 202
504,883,охочий,байдикувати,1,212,212.0,1 / 212
638,883,робити,байдикувати,1,212,212.0,1 / 212
199,8,дарма,байдуже,4,202,50.5,4 / 202
300,8,збайдужіти,байдуже,2,203,101.5,2 / 203
6,8,бажано,байдуже,1,205,205.0,1 / 205
60,8,важливо,байдуже,1,202,202.0,1 / 202
166,8,гнівно,байдуже,1,199,199.0,1 / 199
275,8,зажуритися,байдуже,1,201,201.0,1 / 201
647,8,розмовляти,байдуже,1,212,212.0,1 / 212
726,8,ставитися,байдуже,1,217,217.0,1 / 217
786,8,уважно,байдуже,1,203,203.0,1 / 203
58,9,важливий,байдужий,1,203,203.0,1 / 203
179,9,господар,байдужий,1,200,200.0,1 / 200
200,9,дармовий,байдужий,1,202,202.0,1 / 202
201,9,дармувати,байдужий,1,219,219.0,1 / 219
228,9,допомагати,байдужий,1,198,198.0,1 / 198
277,9,заздрісний,байдужий,1,213,213.0,1 / 213
318,9,звільнений,байдужий,1,212,212.0,1 / 212
341,9,злий,байдужий,1,214,214.0,1 / 214
459,9,народ,байдужий,1,217,217.0,1 / 217
504,9,охочий,байдужий,1,212,212.0,1 / 212
639,9,робитися,байдужий,1,215,215.0,1 / 215
825,9,чужий,байдужий,1,223,223.0,1 / 223
350,10,зневіра,байдужість,5,202,40.4,5 / 202
300,10,збайдужіти,байдужість,4,203,50.75,4 / 203
9,10,байдужий,байдужість,2,202,101.0,2 / 202
685,10,сірість,байдужість,2,217,108.5,2 / 217
734,10,страх,байдужість,2,206,103.0,2 / 206
11,10,байдужо,байдужість,1,202,202.0,1 / 202
12,10,батько,байдужість,1,203,203.0,1 / 203
37,10,боляче,байдужість,1,205,205.0,1 / 205
40,10,боязко,байдужість,1,203,203.0,1 / 203
52,10,буття,байдужість,1,203,203.0,1 / 203
103,10,відмова,байдужість,1,203,203.0,1 / 203
252,10,жахливо,байдужість,1,203,203.0,1 / 203
257,10,життя,байдужість,1,212,212.0,1 / 212
270,10,забуття,байдужість,1,201,201.0,1 / 201
278,10,заздрість,байдужість,1,201,201.0,1 / 201
280,10,залежати,байдужість,1,214,214.0,1 / 214
304,10,збентежитися,байдужість,1,203,203.0,1 / 203
311,10,звикнути,байдужість,1,202,202.0,1 / 202
352,10,зневірятися,байдужість,1,215,215.0,1 / 215
410,10,лякатися,байдужість,1,202,202.0,1 / 202
424,10,міський,байдужість,1,213,213.0,1 / 213
430,10,мовчання,байдужість,1,201,201.0,1 / 201
443,10,молодь,байдужість,1,204,204.0,1 / 204
745,10,сумно,байдужість,1,202,202.0,1 / 202
747,10,сусід,байдужість,1,212,212.0,1 / 212
753,10,схвилювати,байдужість,1,202,202.0,1 / 202
765,10,терпець,байдужість,1,209,209.0,1 / 209
785,10,уважність,байдужість,1,203,203.0,1 / 203
787,10,уряд,байдужість,1,201,201.0,1 / 201
834,10,щирість,байдужість,1,212,212.0,1 / 212
79,884,вечірній,бал,6,200,33.333333333333336,6 / 200
194,884,гучний,бал,5,218,43.6,5 / 218
111,884,відповісти,бал,1,205,205.0,1 / 205
169,885,говорити,балакати,19,202,10.63157894736842,19 / 202
647,885,розмовляти,балакати,3,212,70.66666666666667,3 / 212
164,885,гніватися,балакати,1,201,201.0,1 / 201
376,885,казати,балакати,1,211,211.0,1 / 211
428,885,мовний,балакати,1,211,211.0,1 / 211
431,885,мовчати,балакати,1,212,212.0,1 / 212
432,885,мовчки,балакати,1,202,202.0,1 / 202
676,885,сердито,балакати,1,204,204.0,1 / 204
373,886,їстівний,банан,4,213,53.25,4 / 213
261,886,жовтий,банан,3,215,71.66666666666667,3 / 215
371,886,їсти,банан,2,213,106.5,2 / 213
466,886,невірно,банан,1,204,204.0,1 / 204
570,886,помаранчевий,банан,1,228,228.0,1 / 228
100,887,вівця,баран,23,206,8.956521739130435,23 / 206
16,887,безталанний,баран,1,202,202.0,1 / 202
51,887,бути,баран,1,213,213.0,1 / 213
117,887,віл,баран,1,205,205.0,1 / 205
464,887,небесний,баран,1,214,214.0,1 / 214
747,887,сусід,баран,1,212,212.0,1 / 212
818,887,чоло,баран,1,210,210.0,1 / 210
428,888,мовний,бар’єр,20,211,10.55,20 / 211
429,888,мовчазний,бар’єр,1,215,215.0,1 / 215
174,889,голос,бас,8,202,25.25,8 / 202
175,889,голосний,бас,1,202,202.0,1 / 202
194,889,гучний,бас,1,218,218.0,1 / 218
585,890,послухатися,батька,2,202,101.0,2 / 202
161,890,глядіти,батька,1,203,203.0,1 / 203
413,890,мати1,батька,1,229,229.0,1 / 229
596,890,потурбувати,батька,1,200,200.0,1 / 200
690,890,слухатися,батька,1,204,204.0,1 / 204
700,890,соромитися,батька,1,214,214.0,1 / 214
734,890,страх,батька,1,206,206.0,1 / 206
746,890,сумувати,батька,1,213,213.0,1 / 213
753,890,схвилювати,батька,1,202,202.0,1 / 202
569,891,помагати,батькам,12,215,17.916666666666668,12 / 215
228,891,допомагати,батькам,11,198,18.0,11 / 198
229,891,допомога,батькам,4,201,50.25,4 / 201
230,891,допомогти,батькам,4,207,51.75,4 / 207
575,891,помогти,батькам,4,202,50.5,4 / 202
47,891,брехати,батькам,1,204,204.0,1 / 204
306,891,збрехати,батькам,1,205,205.0,1 / 205
354,891,зобов’язаний,батькам,1,213,213.0,1 / 213
573,891,поміч,батькам,1,209,209.0,1 / 209
577,891,пообіцяти,батькам,1,201,201.0,1 / 201
280,892,залежати,батьки,12,214,17.833333333333332,12 / 214
690,892,слухатися,батьки,12,204,17.0,12 / 204
779,892,турбота,батьки,11,213,19.363636363636363,11 / 213
585,892,послухатися,батьки,10,202,20.2,10 / 202
281,892,залежний,батьки,7,215,30.714285714285715,7 / 215
404,892,любити,батьки,4,207,51.75,4 / 207
569,892,помагати,батьки,4,215,53.75,4 / 215
642,892,родина,батьки,4,211,52.75,4 / 211
224,892,дозволити,батьки,3,202,67.33333333333333,3 / 202
228,892,допомагати,батьки,3,198,66.0,3 / 198
282,892,залежність,батьки,3,211,70.33333333333333,3 / 211
637,892,рідний,батьки,3,211,70.33333333333333,3 / 211
780,892,турботливий,батьки,3,215,71.66666666666667,3 / 215
71,892,вдома,батьки,2,212,106.0,2 / 212
223,892,дозвіл,батьки,2,202,101.0,2 / 202
227,892,домівка,батьки,2,201,100.5,2 / 201
354,892,зобов’язаний,батьки,2,213,106.5,2 / 213
357,892,зобов’язувати,батьки,2,213,106.5,2 / 213
492,892,обов’язок,батьки,2,214,107.0,2 / 214
636,892,рід,батьки,2,211,105.5,2 / 211
675,892,сердитися,батьки,2,209,104.5,2 / 209
781,892,турбувати,батьки,2,213,106.5,2 / 213
782,892,турбуватися,батьки,2,212,106.0,2 / 212
795,892,хвилювати,батьки,2,213,106.5,2 / 213
34,892,близькість,батьки,1,203,203.0,1 / 203
91,892,вимагати,батьки,1,202,202.0,1 / 202
92,892,вимога,батьки,1,210,210.0,1 / 210
93,892,вимогливий,батьки,1,210,210.0,1 / 210
94,892,вимогливість,батьки,1,202,202.0,1 / 202
101,892,віддалитися,батьки,1,206,206.0,1 / 206
121,892,вірити,батьки,1,201,201.0,1 / 201
123,892,вірний,батьки,1,214,214.0,1 / 214
147,892,втрата,батьки,1,203,203.0,1 / 203
212,892,дитина,батьки,1,202,202.0,1 / 202
213,892,дитинство,батьки,1,218,218.0,1 / 218
216,892,дім,батьки,1,201,201.0,1 / 201
222,892,добро,батьки,1,200,200.0,1 / 200
225,892,дозволяти,батьки,1,201,201.0,1 / 201
