Id,Name,Label
504,охочий,охочий СТ [127 / 212]
505,очі,очі СТ [89 / 226] РЕ [88 / 265]
506,очолити,очолити СТ [99 / 203]
507,очолювати,очолювати СТ [96 / 214]
508,очорнити,очорнити СТ [110 / 202]
509,пам’ятати,пам’ятати СТ [123 / 212] РЕ [7 / 8]
510,пам’ятка,пам’ятка СТ [101 / 212]
511,пам’ятний,пам’ятний СТ [70 / 214]
512,пам’ять,пам’ять СТ [118 / 200] РЕ [33 / 188]
513,переляк,переляк СТ [102 / 215] РЕ [26 / 57]
514,переляканий,переляканий СТ [101 / 212]
515,перелякати,перелякати СТ [103 / 200]
516,перелякатися,перелякатися СТ [112 / 198] РЕ [6 / 10]
517,перемагати,перемагати СТ [118 / 214] РЕ [8 / 10]
518,перемога,перемога СТ [120 / 216] РЕ [27 / 63]
519,перемогти,перемогти СТ [195 / 419] РЕ [12 / 12]
520,переможець,переможець СТ [123 / 200]
521,переставати,переставати СТ [117 / 210]
522,перестати,перестати СТ [97 / 198]
523,пес,пес СТ [100 / 218] РЕ [58 / 179]
524,питання,питання СТ [85 / 215] РЕ [33 / 118]
525,питати,питати СТ [127 / 210] РЕ [10 / 11]
526,півень,півень СТ [81 / 216] РЕ [12 / 28]
527,пізнавати,пізнавати СТ [96 / 213]
528,пізнання,пізнання СТ [110 / 214] РЕ [12 / 12]
529,пізнати,пізнати СТ [124 / 419] РЕ [6 / 9]
530,пісня,пісня СТ [121 / 219] РЕ [39 / 183]
531,побажати,побажати СТ [68 / 198]
532,побачити,побачити СТ [116 / 199] РЕ [23 / 35]
533,побачитися,побачитися СТ [103 / 199]
534,побігати,побігати СТ [125 / 198]
535,побігти,побігти СТ [104 / 198]
536,побілити,побілити СТ [68 / 200]
537,побіліти,побіліти СТ [102 / 201] РЕ [7 / 20]
538,побоювання,побоювання СТ [114 / 212]
539,побоюватися,побоюватися СТ [222 / 414]
540,побоятися,побоятися СТ [130 / 198]
541,побратим,побратим СТ [68 / 213]
542,побувати,побувати СТ [94 / 203]
543,побути,побути СТ [95 / 198]
544,повірити,повірити СТ [95 / 199] РЕ [6 / 7]
545,повір’я,повір’я СТ [96 / 212]
546,поганий,поганий СТ [111 / 213] РЕ [52 / 160]
547,погано,погано СТ [109 / 198] РЕ [162 / 424]
548,погляд,погляд СТ [126 / 211] РЕ [113 / 342]
549,погостювати,погостювати СТ [113 / 200]
550,подивитися,подивитися СТ [83 / 199] РЕ [20 / 44]
551,подіяти,подіяти СТ [120 / 199]
552,подіятися,подіятися СТ [106 / 201]
553,подобріти,подобріти СТ [144 / 201]
554,по-доброму,по-доброму СТ [119 / 201] РЕ [9 / 18]
555,подружжя,подружжя СТ [98 / 203] РЕ [15 / 25]
556,подумати,подумати СТ [125 / 202] РЕ [39 / 98]
557,пожаліти,пожаліти СТ [120 / 201]
558,пожалкувати,пожалкувати СТ [132 / 200]
559,пожартувати,пожартувати СТ [96 / 200]
560,пожовкнути,пожовкнути СТ [80 / 202]
561,пожовтіти,пожовтіти СТ [98 / 203] РЕ [3 / 7]
562,позаздрити,позаздрити СТ [103 / 202]
563,позеленіти,позеленіти СТ [97 / 203] РЕ [7 / 10]
564,поклик,поклик СТ [110 / 198] РЕ [7 / 7]
565,покликання,покликання СТ [140 / 199] РЕ [5 / 8]
566,покликати,покликати СТ [91 / 202]
567,покохати,покохати СТ [101 / 210] РЕ [6 / 9]
568,полюбити,полюбити СТ [87 / 204] РЕ [4 / 12]
569,помагати,помагати СТ [94 / 215]
570,помаранчевий,помаранчевий СТ [101 / 228]
571,помислити,помислити СТ [120 / 200]
572,поміркувати,поміркувати СТ [120 / 200] РЕ [4 / 8]
573,поміч,поміч СТ [114 / 209] РЕ [17 / 34]
574,помічний,помічний СТ [108 / 212]
575,помогти,помогти СТ [105 / 202] РЕ [7 / 7]
576,помолодіти,помолодіти СТ [126 / 200]
577,пообіцяти,пообіцяти СТ [95 / 201]
578,порада,порада СТ [89 / 211] РЕ [31 / 102]
579,порадити,порадити СТ [102 / 200] РЕ [11 / 13]
580,посада,посада СТ [92 / 213] РЕ [22 / 76]
581,посвітліти,посвітліти СТ [112 / 207]
582,посиніти,посиніти СТ [88 / 205]
583,посіріти,посіріти СТ [113 / 202]
584,послухати,послухати СТ [80 / 203] РЕ [8 / 9]
585,послухатися,послухатися СТ [79 / 202]
586,поставитися,поставитися СТ [100 / 200] РЕ [2 / 8]
587,постаріти,постаріти СТ [118 / 201] РЕ [5 / 9]
588,поталанити,поталанити СТ [94 / 201] РЕ [2 / 7]
589,потемніти,потемніти СТ [92 / 200] РЕ [3 / 9]
590,потерпати,потерпати СТ [127 / 209]
591,потерпілий,потерпілий СТ [99 / 218]
592,потерпіти,потерпіти СТ [91 / 201]
593,потреба,потреба СТ [127 / 206] РЕ [69 / 116]
594,потребувати,потребувати СТ [88 / 216] РЕ [9 / 15]
595,потрібний,потрібний СТ [127 / 215] РЕ [15 / 34]
596,потурбувати,потурбувати СТ [122 / 200] РЕ [5 / 7]
597,потурбуватися,потурбуватися СТ [119 / 200]
598,поцікавитися,поцікавитися СТ [104 / 204]
599,почервоніти,почервоніти СТ [75 / 201] РЕ [9 / 46]
600,почорніти,почорніти СТ [103 / 202] РЕ [7 / 13]
601,почути,почути СТ [92 / 201] РЕ [11 / 26]
602,почутися,почутися СТ [113 / 201]
603,почуття,почуття СТ [100 / 212] РЕ [94 / 226]
604,пощастити,пощастити СТ [105 / 202] РЕ [2 / 8]
605,правда,правда СТ [94 / 209] РЕ [69 / 179]
606,правдивий,правдивий СТ [110 / 210] РЕ [6 / 8]
607,правий,правий СТ [78 / 217] РЕ [3 / 53]
608,працівник,працівник СТ [118 / 213] РЕ [18 / 54]
609,працьовитий,працьовитий СТ [101 / 209] РЕ [6 / 11]
610,працювати,працювати СТ [120 / 214] РЕ [55 / 134]
611,працюватися,працюватися СТ [115 / 211]
612,працюючий,працюючий СТ [110 / 211]
613,праця,праця СТ [118 / 211] РЕ [66 / 165]
614,приємний,приємний СТ [91 / 212] РЕ [35 / 59]
615,приємно,приємно СТ [127 / 201] РЕ [67 / 104]
616,прожити,прожити СТ [70 / 202] РЕ [7 / 9]
617,пролунати,пролунати СТ [77 / 201]
618,промова,промова СТ [126 / 210] РЕ [12 / 23]
619,промовити,промовити СТ [77 / 200] РЕ [11 / 24]
620,промовляти,промовляти СТ [119 / 213] РЕ [4 / 8]
621,прямий,прямий СТ [88 / 217] РЕ [3 / 13]
622,прямо,прямо СТ [79 / 198] РЕ [12 / 21]
623,прямувати,прямувати СТ [90 / 217]
624,птах,птах СТ [63 / 199] РЕ [30 / 162]
625,рада,рада СТ [105 / 208] РЕ [9 / 17]
626,радий,радий СТ [109 / 214] РЕ [8 / 9]
627,радити,радити СТ [113 / 216] РЕ [4 / 7]
628,радісний,радісний СТ [85 / 217] РЕ [14 / 38]
629,радісно,радісно СТ [99 / 198] РЕ [24 / 39]
630,радість,радість СТ [104 / 210] РЕ [157 / 611]
631,радіти,радіти СТ [110 / 211] РЕ [34 / 79]
632,радо,радо СТ [102 / 198] РЕ [5 / 9]
633,ранковий,ранковий СТ [99 / 214]
634,ранком,ранком СТ [89 / 199] РЕ [13 / 15]
635,ранок,ранок СТ [95 / 212] РЕ [49 / 331]
636,рід,рід СТ [91 / 211] РЕ [22 / 57]
637,рідний,рідний СТ [53 / 211] РЕ [30 / 175]
638,робити,робити СТ [101 / 212] РЕ [98 / 337]
639,робитися,робитися СТ [125 / 215] РЕ [5 / 11]
640,робітник,робітник СТ [103 / 209] РЕ [17 / 107]
641,робота,робота СТ [125 / 200] РЕ [144 / 520]
642,родина,родина СТ [91 / 211] РЕ [42 / 90]
643,родинний,родинний СТ [82 / 214]
644,розвиднятися,розвиднятися СТ [72 / 212] РЕ [3 / 7]
645,розгніватися,розгніватися СТ [115 / 197] РЕ [3 / 7]
646,розмова,розмова СТ [112 / 211] РЕ [58 / 116]
647,розмовляти,розмовляти СТ [103 / 212] РЕ [32 / 64]
648,розсердитися,розсердитися СТ [117 / 202] РЕ [4 / 7]
649,розсміятися,розсміятися СТ [95 / 197]
650,розум,розум СТ [104 / 211] РЕ [133 / 399]
651,розуміти,розуміти СТ [140 / 213] РЕ [34 / 61]
652,розумний,розумний СТ [110 / 211] РЕ [44 / 75]
653,розумно,розумно СТ [107 / 201] РЕ [23 / 38]
654,рудий,рудий СТ [78 / 212]
655,рука,рука СТ [111 / 210] РЕ [39 / 117]
656,самостійність,самостійність СТ [112 / 204] РЕ [8 / 10]
657,свиня,свиня СТ [109 / 213] РЕ [16 / 23]
658,свідомий,свідомий СТ [96 / 210]
659,свідомість,свідомість СТ [127 / 209] РЕ [120 / 35]
660,свідомо,свідомо СТ [119 / 204] РЕ [5 / 7]
661,свій,свій СТ [80 / 222] РЕ [18 / 60]
662,світ,світ СТ [113 / 210] РЕ [124 / 453]
663,світанок,світанок СТ [94 / 203] РЕ [16 / 87]
664,світати,світати СТ [71 / 212] РЕ [4 / 13]
665,світити,світити СТ [71 / 211]
666,світитися,світитися СТ [88 / 203]
667,світлий,світлий СТ [65 / 202] РЕ [21 / 75]
668,світліти,світліти СТ [83 / 206]
669,світло,світло СТ [83 / 200] РЕ [74 / 275]
670,свобода,свобода СТ [96 / 209] РЕ [41 / 156]
671,селитися,селитися СТ [114 / 209]
672,село,село СТ [127 / 210] РЕ [66 / 180]
673,сердечний,сердечний СТ [97 / 212]
674,сердитий,сердитий СТ [91 / 211] РЕ [10 / 17]
675,сердитися,сердитися СТ [126 / 209] РЕ [8 / 15]
676,сердито,сердито СТ [106 / 204] РЕ [6 / 11]
677,серце,серце СТ [95 / 211] РЕ [84 / 178]
678,сестра,сестра СТ [85 / 210] РЕ [20 / 66]
679,син,син СТ [109 / 209] РЕ [30 / 85]
680,синій,синій СТ [81 / 212] РЕ [18 / 53]
681,синіти,синіти СТ [100 / 210]
682,синява,синява СТ [90 / 208]
683,сільський,сільський СТ [113 / 213] РЕ [2 / 12]
684,сірий,сірий СТ [79 / 212] РЕ [32 / 80]
685,сірість,сірість СТ [122 / 217] РЕ [13 / 18]
686,сіріти,сіріти СТ [111 / 211]
687,сказати,сказати СТ [105 / 205] РЕ [83 / 384]
688,слово,слово СТ [106 / 209] РЕ [86 / 413]
689,слухати,слухати СТ [73 / 219] РЕ [45 / 162]
690,слухатися,слухатися СТ [97 / 204]
691,сміливий,сміливий СТ [78 / 207] РЕ [14 / 23]
692,сміливість,сміливість СТ [116 / 208] РЕ [10 / 14]
693,сміти,сміти СТ [103 / 212]
694,сміх,сміх СТ [91 / 207] РЕ [77 / 367]
695,сміятися,сміятися СТ [87 / 215] РЕ [29 / 89]
696,сніг,сніг СТ [69 / 190] РЕ [22 / 119]
697,собака,собака СТ [88 / 210] РЕ [76 / 277]
698,сонце,сонце СТ [78 / 211] РЕ [81 / 427]
699,сором,сором СТ [122 / 208] РЕ [36 / 114]
700,соромитися,соромитися СТ [121 / 214] РЕ [8 / 22]
701,соромно,соромно СТ [109 / 206] РЕ [11 / 17]
702,сором’язливий,сором’язливий СТ [92 / 214] РЕ [5 / 13]
703,спитати,спитати СТ [114 / 203] РЕ [8 / 13]
704,спів,спів СТ [93 / 207] РЕ [33 / 100]
705,співати,співати СТ [93 / 214] РЕ [36 / 78]
706,співучий,співучий СТ [71 / 213]
707,співучо,співучо СТ [88 / 203]
708,спільний,спільний СТ [103 / 213]
709,спільність,спільність СТ [132 / 209] РЕ [7 / 8]
710,спільнота,спільнота СТ [111 / 199] РЕ [6 / 23]
711,спогад,спогад СТ [94 / 207] РЕ [24 / 43]
712,спокій,спокій СТ [110 / 211] РЕ [98 / 152]
713,спокійний,спокійний СТ [105 / 215] РЕ [19 / 37]
714,спокійно,спокійно СТ [111 / 203] РЕ [17 / 31]
715,справа,справа СТ [95 / 202] РЕ [52 / 151]
716,справджувати,справджувати СТ [94 / 202]
717,справдити,справдити СТ [75 / 199]
718,справді,справді СТ [105 / 203]
719,справжній,справжній СТ [69 / 216] РЕ [12 / 21]
720,спромагатися,спромагатися СТ [118 / 215]
721,спромогтися,спромогтися СТ [116 / 203]
722,спроможний,спроможний СТ [122 / 204]
723,спрямувати,спрямувати СТ [92 / 202]
724,ставати,ставати СТ [120 / 212] РЕ [8 / 13]
725,ставатися,ставатися СТ [113 / 202]
726,ставитися,ставитися СТ [105 / 217] РЕ [14 / 52]
